fecha,temp_media,temp_max,temp_min,precipitacion_mm,humedad_%
2022-01-16,19.22,23.68,15.78,0.03,78.87
2022-01-17,20.05,24.44,16.93,0.02,76.84
2022-01-18,19.72,23.94,17.04,0.08,80.19
2022-01-19,19.23,23.24,16.78,0.08,79.85
2022-01-20,19.62,24.4,16.62,0.05,76.61
2022-01-21,19.56,23.45,16.54,0.07,73.86
2022-01-22,19.37,23.7,15.95,0.06,71.82
2022-01-23,19.23,22.64,16.4,0.11,73.56
2022-01-24,19.2,23.94,16.3,0.12,75.1
2022-01-25,19.27,23.09,16.25,0.08,75.32
2022-01-26,19.07,22.98,15.87,0.09,72.95
2022-01-27,18.86,23.5,15.86,0.05,73.82
2022-01-28,17.29,20.8,15.07,0.24,82.37
2022-01-29,18.13,22.23,15.58,0.01,79.78
2022-01-30,17.42,20.85,15.05,0.02,79.13
2022-01-31,18.26,21.88,15.19,0.08,71.73
2022-02-01,18.05,21.57,16.08,0.14,73.84
2022-02-02,18.43,22.16,15.79,0.27,76.32
2022-02-03,18.65,22.08,15.9,0.33,78.8
2022-02-04,18.77,22.31,16.01,0.03,76.19
2022-02-05,19.72,24.1,16.81,0.03,64.71
2022-02-06,19.13,22.53,16.27,0.03,66.32
2022-02-07,18.15,21.7,16.02,0.06,75.49
2022-02-08,18.53,22.55,15.65,0.06,75.75
2022-02-09,18.13,21.7,15.73,0.04,78.99
2022-02-10,18.43,22.6,15.61,0.15,76.79
2022-02-11,19.0,22.22,16.47,0.05,74.03
2022-02-12,18.61,22.02,16.08,0.05,74.8
2022-02-13,18.88,23.51,15.75,0.02,71.37
2022-02-14,19.0,23.71,16.0,0.02,74.14
2022-02-15,17.97,19.96,16.12,0.12,79.6
2022-02-16,18.74,22.92,15.84,0.42,77.27
2022-02-17,18.4,21.77,16.12,0.51,78.93
2022-02-18,19.1,22.38,16.57,1.15,77.05
2022-02-19,18.82,22.14,16.25,0.87,79.41
2022-02-20,18.9,22.12,16.61,0.05,78.17
2022-02-21,18.38,22.37,15.86,0.24,80.82
2022-02-22,18.66,23.1,16.29,0.38,79.18
2022-02-23,18.89,23.24,15.94,0.1,79.36
2022-02-24,18.73,22.79,15.8,0.12,80.92
2022-02-25,18.15,21.11,16.17,1.17,84.09
2022-02-26,18.5,22.86,15.91,0.81,79.38
2022-02-27,19.32,24.18,15.71,0.15,76.94
2022-02-28,19.38,24.06,16.51,0.2,78.91
2022-03-01,18.73,22.5,16.28,0.36,79.36
2022-03-02,19.4,24.33,16.08,0.5,74.86
2022-03-03,19.44,23.91,16.07,1.08,75.88
2022-03-04,19.23,22.35,16.78,0.36,78.54
2022-03-05,19.03,22.68,16.52,0.24,78.02
2022-03-06,18.44,21.56,16.5,0.41,81.86
2022-03-07,19.14,23.29,16.31,0.3,76.71
2022-03-08,19.27,22.99,16.68,0.89,72.55
2022-03-09,18.62,22.03,16.11,1.97,79.7
2022-03-10,19.2,23.66,16.25,0.79,79.1
2022-03-11,19.28,22.5,16.94,1.32,76.85
2022-03-12,19.29,22.67,16.78,0.13,73.67
2022-03-13,19.36,22.89,16.88,0.05,74.63
2022-03-14,19.05,22.32,16.58,0.02,77.79
2022-03-15,19.93,24.3,16.97,0.01,70.08
2022-03-16,19.96,24.82,16.78,0.0,66.08
2022-03-17,19.61,24.39,16.11,0.0,65.43
2022-03-18,19.9,24.35,16.6,0.06,67.92
2022-03-19,19.63,23.84,16.32,0.14,71.41
2022-03-20,19.01,22.82,16.45,0.02,74.84
2022-03-21,19.23,23.8,16.13,0.28,70.86
2022-03-22,18.93,23.71,15.62,0.38,71.45
2022-03-23,18.81,22.96,16.09,0.01,71.92
2022-03-24,18.7,22.69,15.48,0.02,71.29
2022-03-25,19.01,22.89,16.32,0.02,71.52
2022-03-26,19.07,22.84,16.09,0.02,69.78
2022-03-27,19.37,23.43,16.06,0.49,70.88
2022-03-28,19.14,22.94,16.59,0.66,74.09
2022-03-29,19.1,23.41,16.0,0.22,73.85
2022-03-30,18.97,22.75,16.78,0.06,74.59
2022-03-31,18.97,22.63,16.41,0.03,69.36
2022-04-01,18.33,22.39,15.7,0.22,71.96
2022-04-02,19.3,23.31,16.16,0.09,69.58
2022-04-03,19.23,22.43,17.23,0.02,68.18
2022-04-04,19.39,23.38,16.53,4.18,68.04
2022-04-05,19.41,23.7,16.13,0.23,71.17
2022-04-06,19.57,24.31,16.53,0.0,70.01
2022-04-07,18.9,22.8,16.24,0.0,73.16
2022-04-08,19.11,23.11,16.34,0.0,71.59
2022-04-09,18.61,22.01,16.41,0.0,75.59
2022-04-10,18.95,22.97,16.2,0.0,71.03
2022-04-11,18.55,22.94,15.69,0.0,64.27
2022-04-12,18.08,22.68,14.9,0.0,66.0
2022-04-13,17.97,23.03,14.61,0.01,68.45
2022-04-14,18.13,23.43,14.8,0.0,68.09
2022-04-15,17.97,22.09,14.63,0.01,69.28
2022-04-16,18.53,22.95,14.69,0.01,66.32
2022-04-17,18.26,22.81,15.33,0.01,67.61
2022-04-18,18.13,22.56,14.24,0.01,66.64
2022-04-19,18.1,21.7,15.29,0.03,66.73
2022-04-20,17.12,21.27,13.76,0.05,73.06
2022-04-21,17.03,20.99,14.43,0.0,76.63
2022-04-22,17.49,21.94,14.95,0.0,74.4
2022-04-23,17.48,22.1,14.53,0.0,75.54
2022-04-24,17.81,22.31,14.75,0.0,73.85
2022-04-25,18.71,23.67,14.97,0.0,65.99
2022-04-26,18.57,23.1,15.31,0.0,66.22
2022-04-27,17.82,21.32,15.78,0.0,70.09
2022-04-28,18.13,23.78,14.61,0.0,66.55
2022-04-29,18.3,23.48,14.6,0.0,64.0
2022-04-30,18.9,23.39,15.59,0.0,63.43
2022-05-01,18.24,22.55,15.63,0.01,68.84
2022-05-02,18.86,23.6,15.24,0.0,64.55
2022-05-03,18.67,22.12,16.42,0.01,64.79
2022-05-04,18.18,22.25,15.24,0.02,68.14
2022-05-05,17.65,21.79,14.78,0.02,70.7
2022-05-06,17.82,23.45,13.68,0.0,66.41
2022-05-07,17.73,23.06,14.13,0.01,69.48
2022-05-08,17.83,22.28,14.57,0.0,67.13
2022-05-09,18.22,23.61,14.15,0.0,59.83
2022-05-10,17.68,22.02,14.57,0.0,53.84
2022-05-11,17.74,22.88,13.88,0.0,50.73
2022-05-12,17.5,21.72,13.78,0.0,58.4
2022-05-13,17.82,23.17,13.97,0.0,55.4
2022-05-14,18.1,22.83,14.48,0.0,50.43
2022-05-15,17.8,22.14,13.7,0.01,56.03
2022-05-16,18.36,22.81,14.7,0.02,56.12
2022-05-17,17.82,22.52,15.07,0.04,61.26
2022-05-18,17.21,21.7,14.7,0.04,68.81
2022-05-19,17.65,21.9,14.0,0.01,60.27
2022-05-20,18.12,22.5,15.04,0.03,58.54
2022-05-21,17.5,22.27,14.37,0.05,61.41
2022-05-22,17.26,22.33,13.83,0.04,63.34
2022-05-23,16.71,21.87,12.54,0.03,59.6
2022-05-24,16.95,21.75,13.37,0.02,52.23
2022-05-25,16.67,21.97,13.27,0.04,54.39
2022-05-26,17.1,21.75,13.3,0.06,59.86
2022-05-27,17.16,22.07,13.63,0.07,61.39
2022-05-28,16.65,20.91,13.9,1.64,64.77
2022-05-29,16.65,21.59,13.19,2.06,66.83
2022-05-30,16.78,21.37,13.62,0.11,65.74
2022-05-31,15.94,20.48,13.12,0.0,68.94
2022-06-01,16.24,20.73,12.9,0.0,63.22
2022-06-02,16.22,20.32,12.93,0.0,63.36
2022-06-03,17.05,21.69,13.74,0.0,62.25
2022-06-04,16.73,20.48,14.28,0.01,63.98
2022-06-05,16.92,20.98,13.63,0.0,65.4
2022-06-06,17.4,22.08,14.34,0.01,64.16
2022-06-07,16.15,20.27,13.12,0.01,69.76
2022-06-08,15.81,20.28,13.32,0.0,68.53
2022-06-09,15.69,21.02,11.75,0.0,63.89
2022-06-10,15.85,21.54,11.62,0.0,60.95
2022-06-11,16.37,21.67,12.65,0.0,60.83
2022-06-12,16.47,21.81,12.63,0.0,53.6
2022-06-13,15.95,20.73,12.63,0.06,57.33
2022-06-14,15.18,20.35,11.58,0.0,61.24
2022-06-15,15.1,20.22,11.5,0.0,67.24
2022-06-16,15.26,20.75,11.11,0.0,65.32
2022-06-17,15.26,20.66,11.68,0.0,61.11
2022-06-18,15.2,20.28,11.66,0.0,68.47
2022-06-19,15.96,21.34,11.96,0.0,63.77
2022-06-20,16.77,21.57,13.69,0.0,60.55
2022-06-21,16.44,21.29,13.32,0.0,60.08
2022-06-22,15.87,20.49,12.61,0.0,62.53
2022-06-23,16.35,21.63,12.08,0.0,63.73
2022-06-24,16.44,20.49,13.57,0.0,67.11
2022-06-25,16.33,20.44,13.57,0.04,68.48
2022-06-26,15.96,19.92,13.35,0.01,64.67
2022-06-27,15.67,21.04,11.47,0.0,63.06
2022-06-28,16.37,20.97,13.12,0.02,66.57
2022-06-29,16.49,22.46,12.35,0.01,66.53
2022-06-30,16.15,21.39,12.39,0.0,63.32
2022-07-01,15.89,21.59,11.61,0.0,59.46
2022-07-02,16.84,23.17,11.96,0.0,55.41
2022-07-03,17.11,22.73,13.31,0.0,59.5
2022-07-04,16.7,22.11,13.35,0.0,62.18
2022-07-05,16.75,22.57,12.57,0.0,63.78
2022-07-06,16.62,22.89,12.31,0.0,62.72
2022-07-07,16.56,21.99,13.01,0.0,63.0
2022-07-08,16.81,22.25,12.65,0.0,62.0
2022-07-09,16.63,20.94,13.07,0.0,65.21
2022-07-10,16.44,20.83,13.59,0.01,66.54
2022-07-11,16.15,20.59,12.88,0.01,65.6
2022-07-12,16.21,21.03,12.83,0.03,63.64
2022-07-13,16.21,21.18,12.55,0.02,60.31
2022-07-14,16.17,21.11,12.13,0.0,55.07
2022-07-15,15.44,19.93,12.29,0.0,62.92
2022-07-16,15.69,20.82,11.88,0.0,59.08
2022-07-17,16.6,21.5,12.41,0.0,57.09
2022-07-18,17.03,21.46,13.79,0.01,62.15
2022-07-19,17.4,23.68,13.41,0.0,58.64
2022-07-20,16.05,21.21,12.23,0.0,62.83
2022-07-21,16.07,21.68,11.91,0.0,60.89
2022-07-22,16.03,20.81,12.04,0.0,60.52
2022-07-23,16.09,20.84,12.32,0.0,65.23
2022-07-24,16.42,21.07,12.75,0.0,61.97
2022-07-25,16.79,21.14,13.74,0.01,57.73
2022-07-26,16.42,20.25,14.19,0.03,66.39
2022-07-27,16.39,21.07,13.21,0.03,66.63
2022-07-28,16.31,21.86,12.19,0.06,65.35
2022-07-29,16.26,22.43,11.53,0.08,62.13
2022-07-30,16.18,21.52,12.01,0.02,65.26
2022-07-31,16.16,20.94,12.24,0.01,63.15
2022-08-01,16.45,21.07,12.8,0.02,63.44
2022-08-02,16.58,21.84,13.12,0.02,59.01
2022-08-03,16.16,21.57,12.61,0.0,56.79
2022-08-04,16.51,21.41,13.14,0.0,61.42
2022-08-05,16.56,21.4,13.4,0.0,59.72
2022-08-06,16.67,20.93,13.31,0.0,59.02
2022-08-07,16.74,21.51,13.69,0.0,62.23
2022-08-08,17.39,21.95,13.89,0.0,51.87
2022-08-09,17.31,22.03,13.27,0.03,53.47
2022-08-10,17.4,21.36,14.12,0.03,59.88
2022-08-11,16.98,22.15,13.68,0.04,61.61
2022-08-12,16.51,21.54,12.54,0.02,62.03
2022-08-13,16.15,20.95,12.45,0.02,62.64
2022-08-14,15.93,20.92,12.06,0.0,63.15
2022-08-15,16.45,21.33,13.01,0.0,62.84
2022-08-16,16.32,21.01,13.08,0.0,62.97
2022-08-17,16.65,21.96,12.87,0.0,53.9
2022-08-18,15.53,20.1,11.2,0.0,55.53
2022-08-19,16.36,20.84,12.42,0.01,64.92
2022-08-20,16.54,21.92,12.57,0.12,62.71
2022-08-21,16.18,21.67,11.88,0.1,60.54
2022-08-22,16.01,20.93,11.99,0.01,59.23
2022-08-23,16.17,21.29,11.85,0.0,59.04
2022-08-24,16.11,21.35,11.89,0.0,61.99
2022-08-25,16.19,21.98,11.82,0.0,59.78
2022-08-26,16.14,21.1,11.91,0.0,57.77
2022-08-27,16.18,21.38,11.79,0.0,60.16
2022-08-28,16.51,20.86,12.28,0.0,61.82
2022-08-29,16.85,22.34,12.64,0.0,60.8
2022-08-30,16.4,20.91,13.01,0.0,65.18
2022-08-31,16.31,21.21,12.35,0.0,63.66
2022-09-01,16.65,21.5,12.59,0.0,61.45
2022-09-02,17.59,22.44,13.93,0.0,57.16
2022-09-03,17.67,22.11,13.94,0.0,57.05
2022-09-04,18.18,23.23,14.66,0.0,52.87
2022-09-05,18.18,23.43,13.69,0.0,51.33
2022-09-06,17.99,22.59,14.09,0.0,51.31
2022-09-07,16.86,22.12,13.19,0.69,56.82
2022-09-08,16.18,21.42,12.6,0.64,61.73
2022-09-09,16.61,21.03,12.52,0.14,62.01
2022-09-10,17.17,21.89,13.36,0.0,60.7
2022-09-11,16.72,21.54,13.24,0.0,63.22
2022-09-12,16.16,20.99,12.96,0.01,64.03
2022-09-13,16.3,21.0,12.82,0.0,60.23
2022-09-14,16.6,21.53,12.66,0.0,54.88
2022-09-15,16.84,21.53,12.55,0.01,54.24
2022-09-16,17.0,21.14,13.52,0.01,54.99
2022-09-17,17.16,23.27,12.86,0.01,52.88
2022-09-18,16.94,21.33,13.02,0.0,51.38
2022-09-19,16.55,20.84,13.29,0.0,58.42
2022-09-20,16.35,20.71,13.05,0.0,63.62
2022-09-21,16.48,21.11,12.39,0.0,62.65
2022-09-22,16.78,21.14,14.05,0.0,60.62
2022-09-23,16.47,20.99,12.61,0.0,61.28
2022-09-24,16.88,21.72,12.93,0.0,54.69
2022-09-25,16.65,21.63,12.52,0.0,51.9
2022-09-26,17.02,22.36,13.25,0.0,52.15
2022-09-27,16.97,22.58,12.91,0.0,52.21
2022-09-28,16.32,21.33,11.74,0.0,54.36
2022-09-29,15.79,20.78,11.53,0.0,54.34
2022-09-30,15.19,18.88,12.44,0.0,58.8
2022-10-01,17.49,22.28,13.39,0.0,56.4
2022-10-02,18.24,22.81,14.81,0.0,54.63
2022-10-03,17.5,22.31,14.42,0.0,59.86
2022-10-04,16.73,21.01,14.1,0.0,60.85
2022-10-05,16.38,21.31,12.33,0.0,53.63
2022-10-06,16.54,21.5,11.84,0.0,49.98
2022-10-07,16.3,21.77,12.02,0.0,58.46
2022-10-08,16.99,21.61,13.15,0.0,61.02
2022-10-09,17.43,22.15,13.33,0.0,58.78
2022-10-10,17.33,22.07,14.28,0.0,58.31
2022-10-11,17.09,22.13,13.4,0.0,55.85
2022-10-12,16.44,21.36,12.13,0.0,50.01
2022-10-13,15.6,20.91,11.15,0.0,53.62
2022-10-14,16.12,21.7,11.68,0.0,57.51
2022-10-15,16.65,21.93,12.47,0.0,56.38
2022-10-16,17.33,22.29,14.17,0.0,57.96
2022-10-17,16.93,21.47,13.59,0.0,59.37
2022-10-18,16.86,21.88,13.09,0.0,58.07
2022-10-19,16.7,21.53,13.3,0.0,60.48
2022-10-20,16.57,21.62,13.1,0.0,53.04
2022-10-21,16.17,21.35,12.42,0.0,52.78
2022-10-22,16.57,21.61,12.72,0.0,49.32
2022-10-23,17.0,21.61,13.24,0.0,55.12
2022-10-24,17.08,21.07,13.81,0.0,62.39
2022-10-25,17.13,22.22,13.37,0.0,59.66
2022-10-26,16.89,22.04,13.26,0.0,58.93
2022-10-27,16.68,21.88,12.84,0.0,55.47
2022-10-28,16.86,21.71,13.29,0.0,57.04
2022-10-29,16.29,21.47,12.24,0.0,56.56
2022-10-30,16.19,21.39,12.59,0.0,56.4
2022-10-31,16.57,21.11,11.73,0.0,56.94
2022-11-01,17.01,21.13,12.6,0.0,61.14
2022-11-02,18.14,23.4,14.07,0.0,61.45
2022-11-03,17.42,21.55,14.8,0.0,60.52
2022-11-04,17.08,21.9,13.22,0.0,59.82
2022-11-05,16.89,21.54,13.37,0.0,60.01
2022-11-06,17.22,21.92,13.27,0.0,59.9
2022-11-07,17.71,21.92,13.84,0.0,60.34
2022-11-08,17.6,22.22,14.08,0.0,59.15
2022-11-09,17.09,21.99,13.55,0.0,58.12
2022-11-10,16.38,20.95,12.74,0.0,60.29
2022-11-11,17.17,21.84,13.45,0.0,57.72
2022-11-12,17.45,22.46,13.18,0.0,55.46
2022-11-13,16.49,21.26,12.31,0.0,62.19
2022-11-14,17.48,22.25,14.09,0.0,67.58
2022-11-15,17.35,22.83,12.91,0.0,68.56
2022-11-16,17.66,21.0,14.81,0.01,69.01
2022-11-17,18.27,23.1,14.3,0.02,62.92
2022-11-18,18.62,24.35,14.28,0.0,60.74
2022-11-19,18.47,24.03,14.29,0.0,61.49
2022-11-20,18.17,21.9,15.26,0.0,64.64
2022-11-21,18.05,22.01,15.19,0.0,63.36
2022-11-22,17.58,22.12,14.45,0.0,65.55
2022-11-23,17.6,22.95,14.09,0.0,67.99
2022-11-24,18.06,22.44,14.81,0.0,69.29
2022-11-25,18.97,23.4,15.42,0.0,68.49
2022-11-26,19.08,24.93,14.91,0.0,66.16
2022-11-27,18.72,23.61,14.64,0.01,68.95
2022-11-28,18.0,22.4,14.4,0.0,71.51
2022-11-29,17.57,22.08,14.45,0.0,73.57
2022-11-30,17.31,21.71,14.14,0.0,73.07
2022-12-01,17.41,21.83,13.97,0.0,69.2
2022-12-02,17.88,22.5,13.52,0.0,62.64
2022-12-03,18.09,23.02,14.06,0.0,57.98
2022-12-04,17.18,21.97,13.23,0.0,63.21
2022-12-05,17.26,21.3,14.43,0.0,69.33
2022-12-06,17.35,20.81,14.4,0.0,72.5
2022-12-07,16.79,19.97,14.4,0.0,75.34
2022-12-08,17.05,21.52,13.99,0.0,73.79
2022-12-09,17.55,21.95,13.63,0.01,73.67
2022-12-10,18.04,22.17,15.16,0.0,72.08
2022-12-11,17.95,22.65,14.01,0.0,70.63
2022-12-12,18.27,22.4,15.86,0.04,75.5
2022-12-13,19.1,23.1,16.15,0.01,70.22
2022-12-14,19.35,23.52,15.42,0.0,70.98
2022-12-15,19.09,22.99,16.58,0.01,78.3
2022-12-16,17.96,21.2,15.93,1.89,84.32
2022-12-17,18.57,22.08,15.8,0.8,79.32
2022-12-18,19.48,23.42,16.53,0.31,72.7
2022-12-19,19.17,22.85,16.68,0.08,75.72
2022-12-20,18.88,23.08,16.37,0.18,79.97
2022-12-21,18.93,22.82,16.14,0.36,78.65
2022-12-22,18.88,22.9,15.78,0.08,78.64
2022-12-23,19.17,22.44,16.53,0.02,77.15
2022-12-24,18.99,22.72,16.46,0.02,73.94
2022-12-25,18.94,23.55,15.24,0.05,72.25
2022-12-26,18.31,21.82,15.81,0.03,74.87
2022-12-27,18.67,22.29,16.0,0.01,75.26
2022-12-28,18.9,22.72,16.32,0.05,76.17
2022-12-29,18.44,21.89,16.27,0.15,79.0
2022-12-30,18.47,22.15,16.2,0.07,79.45
2022-12-31,18.31,22.62,15.34,0.21,78.9
2023-01-01,17.35,19.98,15.33,0.07,80.35
2023-01-02,18.93,22.85,16.02,0.02,73.26
2023-01-03,18.36,21.95,15.74,0.06,78.81
2023-01-04,17.85,21.69,15.46,0.04,77.51
2023-01-05,17.79,21.0,15.58,0.25,76.94
2023-01-06,17.67,21.6,14.77,0.07,77.24
2023-01-07,18.6,22.09,15.59,0.04,76.74
2023-01-08,19.03,23.12,15.61,0.11,75.32
2023-01-09,18.52,21.41,16.33,0.1,74.67
2023-01-10,17.68,20.9,15.09,0.0,79.27
2023-01-11,17.38,20.82,15.0,0.0,82.36
2023-01-12,18.7,24.01,15.3,0.0,74.21
2023-01-13,18.84,23.24,15.45,0.0,74.36
2023-01-14,18.85,23.17,15.27,0.0,71.49
2023-01-15,18.65,22.53,15.57,0.02,74.83
2023-01-16,18.44,22.1,15.9,0.16,79.31
2023-01-17,19.12,22.61,16.23,0.1,73.79
2023-01-18,18.47,21.29,16.22,0.37,76.92
2023-01-19,19.0,22.94,16.25,0.2,75.62
2023-01-20,18.67,23.31,15.69,0.29,79.06
2023-01-21,19.09,23.73,15.73,0.03,79.13
2023-01-22,18.74,22.66,16.1,0.09,81.48
2023-01-23,20.03,24.74,16.16,0.02,74.71
2023-01-24,19.94,24.12,16.95,0.06,77.52
2023-01-25,19.46,22.78,17.16,0.07,80.68
2023-01-26,19.49,22.57,17.32,0.09,76.53
2023-01-27,19.84,23.97,17.43,0.11,74.87
2023-01-28,19.61,23.67,16.83,0.46,79.93
2023-01-29,20.21,23.98,17.56,0.19,75.28
2023-01-30,20.5,24.15,17.83,0.03,72.22
2023-01-31,20.18,23.76,17.5,0.06,73.19
2023-02-01,19.78,23.52,17.37,0.52,75.95
2023-02-02,19.53,23.35,16.77,0.31,77.7
2023-02-03,18.92,22.11,16.91,0.39,83.26
2023-02-04,19.57,22.84,16.75,0.55,78.18
2023-02-05,20.12,24.76,17.64,0.05,75.36
2023-02-06,20.41,24.09,17.48,0.03,71.53
2023-02-07,21.17,25.36,17.93,0.01,66.37
2023-02-08,21.03,25.6,17.72,0.07,66.26
2023-02-09,20.6,24.42,17.61,0.06,74.36
2023-02-10,20.64,24.16,17.77,0.04,76.59
2023-02-11,20.42,24.93,17.66,0.29,81.49
2023-02-12,19.63,22.44,17.65,0.49,85.62
2023-02-13,19.83,24.06,17.56,0.63,85.08
2023-02-14,20.36,24.05,18.04,0.31,78.73
2023-02-15,20.01,23.63,17.51,0.42,81.43
2023-02-16,20.26,23.71,17.84,0.1,80.31
2023-02-17,20.7,24.36,18.0,0.41,75.15
2023-02-18,20.62,24.09,18.3,0.58,74.32
2023-02-19,20.42,23.96,18.11,0.58,72.74
2023-02-20,20.46,24.56,17.78,0.19,78.47
2023-02-21,20.31,23.84,18.13,0.43,81.2
2023-02-22,20.32,24.65,17.53,0.61,79.82
2023-02-23,19.97,24.69,16.91,0.48,79.35
2023-02-24,20.18,25.29,17.08,0.05,77.39
2023-02-25,19.41,21.96,17.36,0.13,80.91
2023-02-26,20.42,25.04,17.8,0.04,76.51
2023-02-27,20.79,26.51,17.07,0.03,72.47
2023-02-28,20.93,26.02,17.37,0.04,70.12
2023-03-01,21.11,26.2,17.07,0.06,72.54
2023-03-02,20.59,25.28,17.7,0.27,76.55
2023-03-03,20.97,26.01,17.51,1.58,74.04
2023-03-04,21.57,26.47,17.84,0.26,69.0
2023-03-05,21.45,26.14,18.21,0.31,70.63
2023-03-06,20.58,24.36,17.86,1.49,74.25
2023-03-07,20.33,24.95,17.17,0.24,75.57
2023-03-08,20.32,24.78,17.33,0.76,77.56
2023-03-09,19.93,23.32,17.98,0.29,79.16
2023-03-10,18.95,21.07,17.48,1.0,84.48
2023-03-11,19.53,23.18,16.69,0.57,75.58
2023-03-12,19.63,23.46,17.04,0.56,77.86
2023-03-13,19.89,23.19,17.49,1.41,80.47
2023-03-14,19.45,21.88,17.7,0.79,84.63
2023-03-15,19.8,22.97,17.73,0.36,82.95
2023-03-16,19.82,23.24,17.53,0.24,83.57
2023-03-17,19.91,23.83,17.09,1.21,78.54
2023-03-18,19.44,22.74,17.53,1.74,84.54
2023-03-19,19.8,23.51,17.29,0.28,79.17
2023-03-20,20.43,24.68,17.72,0.08,75.67
2023-03-21,20.17,24.18,17.15,0.03,76.8
2023-03-22,20.82,25.22,17.82,0.01,74.71
2023-03-23,20.49,24.85,17.39,0.04,73.38
2023-03-24,19.81,23.39,17.47,0.16,75.4
2023-03-25,19.51,23.27,17.1,0.31,78.38
2023-03-26,20.5,25.44,16.8,0.07,78.15
2023-03-27,20.71,25.6,17.83,0.19,79.17
2023-03-28,20.65,25.49,17.46,0.16,78.44
2023-03-29,20.67,24.62,18.17,0.13,79.58
2023-03-30,20.54,24.6,17.72,0.24,77.05
2023-03-31,20.79,25.18,17.76,0.53,81.82
2023-04-01,21.29,26.06,18.06,0.19,78.9
2023-04-02,21.15,25.87,18.06,0.25,80.54
2023-04-03,21.26,26.19,18.29,0.07,78.25
2023-04-04,21.54,26.06,18.8,0.06,80.08
2023-04-05,21.25,25.14,18.54,0.0,78.3
2023-04-06,21.12,26.14,18.14,0.0,74.52
2023-04-07,20.71,25.32,17.48,0.0,77.55
2023-04-08,20.58,24.38,17.57,0.0,79.45
2023-04-09,21.24,25.59,17.88,0.0,76.22
2023-04-10,21.47,26.13,18.2,0.0,74.16
2023-04-11,21.18,25.8,17.96,0.0,76.47
2023-04-12,21.02,25.82,18.2,0.0,76.89
2023-04-13,20.81,25.61,17.9,0.0,76.18
2023-04-14,21.08,25.37,18.01,0.0,74.35
2023-04-15,20.69,25.67,18.08,0.02,77.7
2023-04-16,20.35,24.45,18.03,0.04,78.09
2023-04-17,19.46,22.88,17.49,0.05,82.4
2023-04-18,19.8,24.13,17.09,0.02,78.33
2023-04-19,19.95,24.74,16.65,0.02,76.64
2023-04-20,20.17,24.57,16.91,0.03,76.17
2023-04-21,19.64,23.14,17.39,0.03,77.56
2023-04-22,20.13,24.22,17.2,0.01,77.31
2023-04-23,20.06,24.36,17.43,0.01,78.87
2023-04-24,20.24,24.11,17.48,0.0,77.22
2023-04-25,19.34,22.47,17.16,0.0,81.28
2023-04-26,20.11,25.12,16.47,0.0,76.67
2023-04-27,20.54,25.97,16.61,0.0,74.56
2023-04-28,20.05,23.45,17.71,0.0,78.39
2023-04-29,20.73,25.54,17.85,0.0,75.21
2023-04-30,20.27,24.56,17.48,0.0,76.32
2023-05-01,20.18,24.88,17.06,0.0,75.4
2023-05-02,20.12,24.55,16.6,0.0,71.93
2023-05-03,20.14,24.22,17.34,0.0,72.33
2023-05-04,20.47,25.11,17.23,0.0,67.49
2023-05-05,20.36,25.44,17.41,0.01,66.19
2023-05-06,20.04,24.07,16.74,0.01,68.0
2023-05-07,20.37,24.92,17.67,0.03,63.82
2023-05-08,20.6,25.0,17.29,0.03,66.19
2023-05-09,20.84,25.13,17.91,0.01,63.78
2023-05-10,20.62,25.67,17.41,0.1,58.79
2023-05-11,19.74,24.95,16.14,0.03,60.96
2023-05-12,19.95,25.14,15.89,0.0,57.07
2023-05-13,20.06,24.21,16.62,0.0,65.51
2023-05-14,20.26,24.9,16.81,0.0,68.42
2023-05-15,20.01,24.61,17.11,0.0,69.04
2023-05-16,19.7,25.22,15.8,0.0,67.18
2023-05-17,19.29,24.58,15.48,0.0,71.78
2023-05-18,19.46,24.24,16.07,0.0,72.84
2023-05-19,19.49,24.34,16.06,0.0,71.7
2023-05-20,19.49,24.66,16.33,0.0,65.42
2023-05-21,19.5,24.26,16.03,0.0,65.89
2023-05-22,19.41,23.91,15.73,0.0,69.35
2023-05-23,19.36,23.63,15.8,0.0,69.79
2023-05-24,19.25,23.95,15.59,0.0,69.85
2023-05-25,19.11,23.22,15.61,0.0,70.48
2023-05-26,19.62,23.51,16.5,0.0,68.23
2023-05-27,19.57,24.04,16.77,0.0,68.37
2023-05-28,19.04,23.51,16.53,0.0,71.8
2023-05-29,19.35,25.04,16.36,0.01,67.63
2023-05-30,18.68,23.47,15.46,0.01,70.24
2023-05-31,19.26,24.93,15.53,0.0,68.86
2023-06-01,19.14,25.47,14.24,0.0,58.76
2023-06-02,19.0,24.92,14.49,0.0,57.78
2023-06-03,18.78,24.02,14.63,0.0,67.67
2023-06-04,19.0,24.5,15.26,0.0,66.5
2023-06-05,19.61,25.76,14.95,0.0,66.86
2023-06-06,19.04,24.01,15.24,0.0,69.02
2023-06-07,18.64,23.43,14.86,0.02,71.25
2023-06-08,18.61,23.39,15.62,0.01,71.71
2023-06-09,18.65,23.6,15.22,0.01,69.84
2023-06-10,18.53,23.53,14.87,0.0,68.38
2023-06-11,18.08,23.15,14.33,0.0,68.2
2023-06-12,18.37,23.88,14.31,0.01,68.77
2023-06-13,18.49,23.49,14.66,0.0,62.49
2023-06-14,18.6,23.18,14.81,0.0,64.32
2023-06-15,19.52,24.81,15.03,0.0,60.39
2023-06-16,19.63,24.28,16.36,0.01,60.73
